Var1,Var2
0,0
-0.000464820197436684,0.00526655891508799
-0.000212791300327236,0.0066875151671564
-0.000305108646089829,0.0082749451192353
-0.000391794670092012,0.00997358529444249
-0.000499134929067054,0.0131415962366434
-0.000568709001139216,0.0162910124911563
-0.000767440162619493,0.0194763003872722
-0.00126236068314327,0.0479040964422343
-0.00157290082989879,0.0604894626117363
-0.00170534588459282,0.0637914431542096
-0.00203105426899331,0.0701778154834011
-0.00239534629022964,0.0749339071104085
-0.00249276815668473,0.0780970050205169
-0.00274141826073794,0.0844479124160602
-0.00284025704041017,0.0876754654028266
-0.00307048727264061,0.0907774595098235
-0.00323973573987203,0.0940490833705593
-0.00349852222309397,0.100403309503013
-0.00419473524822131,0.113170962177803
-0.00486469904772351,0.122716202654375
-0.00502564585674684,0.125918490942996
-0.00534486913834583,0.129119461497845
-0.00554941327712717,0.132323230203421
-0.00574353038787472,0.135540452808139
-0.00593499532772867,0.138634524244178
-0.00647336785357793,0.146499719233231
-0.00667030062520569,0.151285028759702
-0.00697886072656803,0.155936873003766
-0.00731488714567792,0.160797065598853
-0.00757796069965939,0.165705558830639
-0.00795936467282575,0.170350928284064
-0.00831065015735094,0.175059581495237
-0.00879561595424664,0.181268238716551
-0.00911707359899572,0.185890604768059
-0.00956358291793404,0.190566038073493
-0.0103221582901694,0.199833887456653
-0.0107556247412885,0.20446747864771
-0.011415197843865,0.213938161422029
-0.0118691913710784,0.218469343550097
-0.0121539909277227,0.223044027160998
-0.0125565396058216,0.227680188746329
-0.0129364176724465,0.232176865771522
-0.0134800218778667,0.236875644113556
-0.0139592473596776,0.241659261734936
-0.0143425223849127,0.246215041560103
-0.0149669633059259,0.252419761848415
-0.0155995968918228,0.258686854868658
-0.0163513601812835,0.26785470289992
-0.0167599579888864,0.272500088621663
-0.0172152957671007,0.27706349828806
-0.0178036598977392,0.281794943413014
-0.0182511138254889,0.286408345621201
-0.0191017885568381,0.295611268146475
-0.0195999243804315,0.30011716930808
-0.0201492689009366,0.304761204759414
-0.0211898826655981,0.315330617207465
-0.0218784661580178,0.321569907671926
-0.0225761687585786,0.327652761988697
-0.0232084208678401,0.333836642561412
-0.0244658405202775,0.346103946842034
-0.0248256456496595,0.349204200238985
-0.0257251857214458,0.356981041991962
-0.0261502233554783,0.361753678498566
-0.0266282499107208,0.366230361760706
-0.0271944338998449,0.370963075814479
-0.0279412743241537,0.377143149600737
-0.0285202286977861,0.381669158403622
-0.0290418707483407,0.386332601958553
-0.029650889113952,0.39093585273619
-0.0301464635944222,0.395538778147465
-0.0308676179252819,0.401741351017776
-0.0313527108810561,0.406347969337279
-0.0318812921732639,0.411012730625983
-0.0325140892491474,0.415551900498281
-0.0330875757910059,0.420151572245917
-0.0334968820552174,0.424779648477109
-0.0342379821644414,0.430944316166044
-0.0348081080787977,0.435556449445412
-0.0353274067728779,0.44019308281197
-0.0359080505430383,0.444848652500898
-0.0364955063959735,0.4495321060872
-0.0370512633570638,0.454088064863867
-0.0375943589269702,0.458727691600972
-0.0382052483446503,0.463351928509071
-0.0387318314259108,0.467907220284693
-0.0393698056847031,0.472531099289792
-0.0401380814628096,0.478693375535954
-0.0407014316254994,0.483272809495765
-0.0412498497027471,0.487946567164427
-0.0417794845970906,0.492578547791983
-0.0423956420254498,0.497173062482755
-0.0430058229865214,0.501841711899505
-0.0435410710370713,0.506355389317204
-0.0441372826870662,0.510997537643628
-0.0447017227829999,0.515618276863317
-0.0452903775625034,0.520184712436897
-0.0457999576851584,0.524835808338323
-0.046350010662272,0.529379874974396
-0.0469492014631337,0.533988510565353
-0.0474522601518789,0.538599928038721
-0.04798174972179,0.54318207880767
-0.0484924742743511,0.547806104227633
-0.0490229084530735,0.552384106575444
-0.0496538344768883,0.556933232658473
-0.0500324409547285,0.561560072497483
-0.0503398747917387,0.564593528179956
-0.0508217706099973,0.569089879838786
-0.0513076810157044,0.573719615438432
-0.0518340642758702,0.578236953227723
-0.0519724494667438,0.581284887713384
-0.052135848625566,0.584348325906277
-0.0525644103770873,0.588928573281998
-0.0528082829404212,0.593559903176827
-0.0529948068495692,0.598130096731908
-0.0528970580031409,0.602858938925952
-0.0527410340592694,0.605992282082096
-0.0524246991007669,0.608944135880542
-0.0521025874960715,0.611840449640697
-0.0519143560248412,0.614904148126681
-0.0515505726391188,0.619495441690451
-0.0500700436516448,0.623873636554286
-0.0482370665841854,0.627986511416805
-0.046364088966673,0.632336627163448
-0.0444724916562431,0.636662503115993
-0.0423362769947627,0.640829014623575
-0.0400144830329456,0.643148112186127
-0.037830765447583,0.645339910158864
-0.0355242123856272,0.647507452069183
-0.0332884141567578,0.649861493979201
-0.0310942332122533,0.65216419307702
-0.0288465365454708,0.654439414985421
-0.0264000905516539,0.656625047265565
-0.0220149984623767,0.658959615998713
-0.0162260541893374,0.66216984322661
-0.0118560031788266,0.664513408339716
-0.0090422133506904,0.666131048558668
-0.00606903895118049,0.66758437876393
-0.00129429572719102,0.669125460277493
0.00189851838652895,0.670192482999079
0.00509046055365375,0.671168809846771
0.00817929503590086,0.671989383816137
0.0113509462791341,0.672914140095175
0.0161626200745394,0.674551871687089
0.0211977665160627,0.675649918091458
0.0245545247552269,0.676246688807522
0.0277822167327533,0.676893891309967
0.0379854814715617,0.678890632147638
0.041380605360913,0.679200380925924
0.0465786604912987,0.679768600743569
0.0499928400468649,0.680088744977177
0.053321423511673,0.680397566461326
0.0567327510752509,0.680721972994299
0.0602587759472006,0.681016364480216
0.0636203843893003,0.681380807344248
0.070654050592485,0.681691337001807
0.0742144265271731,0.681939103487799
0.0775286410387151,0.68200559210423
0.0809976805675602,0.682117762158132
0.084479871957549,0.682139561704503
0.0880070594249589,0.682173839050923
0.0914051261340687,0.682229379089215
0.0948836299165821,0.682176409445197
0.0983515431810752,0.68220222726616
0.105290167205387,0.68218050906138
0.108828562819656,0.682124497241861
0.112287683955981,0.682018769441962
0.115700264942789,0.681941592540481
0.119184781523699,0.681916067549246
0.122648752862959,0.681831195733263
0.126067837118123,0.681736253828322
0.129547521661651,0.681732528383457
0.133019631169133,0.681571569643312
0.13656235018527,0.681583819686907
0.14006550462465,0.681673409315164
0.143669041915799,0.681689319730351
0.146983983049504,0.681691109245352
0.150424720645114,0.681638660187516
0.153867874259415,0.681641458338244
0.157274278957841,0.681793030258795
0.160728786043434,0.681605928331323
0.164175754424089,0.681402997330255
0.167531150246698,0.681142037238213
0.17105285171678,0.680899395272449
0.174505378756979,0.680736647017304
0.177958450763801,0.680549447479923
0.181387271755944,0.680357221032222
0.184457232227517,0.679281511028724
0.1874396710596,0.677780774944265
0.190530176772821,0.676285716502854
0.193325982702432,0.674783727757894
0.196284061526514,0.673300610262032
0.199200250582919,0.671869453774461
0.202249102680667,0.670332423072126
0.204347278671934,0.667940053004458
0.206012987317555,0.665280296859064
0.207830214849639,0.662644813044406
0.209439483118778,0.660083106052727
0.211306556931219,0.657354941629356
0.213981271277427,0.653223065371194
0.215634009717445,0.648812480285849
0.216461668691793,0.644159627406058
0.21720300495322,0.639518634130225
0.217745428397626,0.636401933463587
0.218166306119777,0.633360864208202
0.218961757566766,0.628712468847594
0.21914826331036,0.619562613576247
0.219266938875072,0.616484078384076
0.219412317804261,0.61028324622381
0.219445324615999,0.607183724901178
0.21931200761471,0.602572258622855
0.219355768434454,0.597862938410636
0.219319909630728,0.594792228279514
0.219317584439808,0.591746538821763
0.219236693227553,0.588612496127937
0.219319891465174,0.58547729838352
0.219488231654702,0.582425361891585
0.219486887403701,0.57936714582883
0.219594699967082,0.574749399979687
0.219741404981718,0.571694876825161
0.219742204266097,0.568563616013745
0.219885930129866,0.565543419010594
0.220506501787863,0.56258193436778
0.221227329138749,0.55956289241522
0.221723375923625,0.556469195150499
0.22231288448417,0.5534682761044
0.223033711835056,0.550465518738345
0.223624074176642,0.547465608327973
0.224565849161632,0.544531665947851
0.226488146258433,0.542155320173598
0.228506884281769,0.539828299940089
0.23060186313552,0.537337034766161
0.232600201241641,0.53496945761541
0.234576268378477,0.53248629406394
0.236612626989258,0.529990685249055
0.23881550923416,0.52775920884826
0.241886741294517,0.526218062261424
0.244983114481701,0.524915718317259
0.248102412598117,0.523533008881249
0.257585195131566,0.519386360990174
0.260535589926277,0.518215855496599
0.263863156120058,0.517413941288193
0.265538292688239,0.517043186316705
0.267184981998753,0.516618615748653
0.270503610739933,0.51579351918683
0.273806308290198,0.514897541562665
0.277054708999359,0.514107031445309
0.280391430632389,0.513283935886623
0.283663501058498,0.512597250175938
0.287062421548649,0.512133440424418
0.290439634201691,0.511914257373481
0.297293170770759,0.511035703118095
0.300834872515867,0.510681200196476
0.307632332019534,0.510107026174374
0.311029127139859,0.510202960446724
0.314506177678047,0.510384596219285
0.317868367417877,0.510537990191473
0.32129204755822,0.510725954339809
0.324790006649138,0.510912861047463
0.328237538161969,0.51098198513144
0.331630736502589,0.511451570135916
0.334875667590924,0.512212650865672
0.338237566681889,0.512945050550464
0.341575287420392,0.513696630582398
0.344843161603512,0.51443737591442
0.34829755969578,0.51528591512275
0.351569466631903,0.516143759809084
0.354887441413136,0.517166792998291
0.358019310092965,0.518626484115964
0.36089001260199,0.519939695296678
0.363881734032201,0.521375618401479
0.370162038377167,0.524333182379609
0.373168619230604,0.525672878382332
0.376233511512592,0.52728957503883
0.378890568940249,0.529161960852277
0.381645484207657,0.531062328173007
0.384374404567198,0.532917453300857
0.387091208502177,0.53478351073853
0.389698546808355,0.536644687680746
0.392304831512397,0.538421545929798
0.394480120280673,0.54071811187166
0.396353933513672,0.543261045224151
0.398228818514362,0.545814064933918
0.400159362772709,0.548421453363067
0.402209654363458,0.550935575524048
0.40397151328675,0.553548478913063
0.40584345546768,0.55609665066401
0.407067922805042,0.559006694884715
0.407917107960958,0.561894321362958
0.409734789631894,0.56788392567988
0.41054935124176,0.57087407509934
0.411432451487117,0.573909125076996
0.412320692584274,0.576820308079974
0.412798573815084,0.579842554891217
0.413173601678773,0.583020115336194
0.413358708674704,0.586076867250312
0.4136604930244,0.58922094749646
0.414032051267263,0.592285996252853
0.414233016791893,0.595354949405612
0.414415162802511,0.603070004086113
0.414068727520922,0.607649551924152
0.413613244418275,0.613914774087803
0.413409336073886,0.616921045410586
0.412138183262575,0.626064621111113
0.411414522085254,0.629005087086829
0.41076461305744,0.632072104309723
0.410128945824014,0.634977577133018
0.409625996128593,0.637984466651892
0.409013762459912,0.641084427219115
0.408127501408148,0.644026162123649
0.406958693328444,0.646885481728247
0.40484404117964,0.652629092805858
0.403716686894314,0.655493878565367
0.402734747869285,0.658383717534883
0.401558183097995,0.661208385621742
0.399823572505802,0.663767066706238
0.398108290063135,0.666356006862562
0.396441364325391,0.66897022798535
0.394650840157784,0.671305577597771
0.392863531293246,0.673878070484408
0.390897418880038,0.67653766394662
0.389159429494789,0.67906624864247
0.386407075570503,0.680636808348589
0.383623495058779,0.682210768133208
0.380796735025039,0.683821347902068
0.377997859116791,0.685342175359488
0.37519271609239,0.686928694285748
0.372456257027912,0.68854571630861
0.36965570988869,0.690133097455734
0.366410270164841,0.690967955008469
0.363173731562485,0.691644147653924
0.359997902241816,0.692430509350143
0.35669300665951,0.692972911346825
0.351843784663851,0.694097410036567
0.348571151105566,0.694826751277539
0.33843657032668,0.695555165224374
0.333451615311041,0.695661218390637
0.33016819141364,0.695867403055343
0.326725873414826,0.696075149478595
0.323410314652283,0.696238369514968
0.31823049773818,0.696062818093409
0.309857903041464,0.695783312118633
0.306451843488565,0.695636555620265
0.303125694208002,0.695499478771219
0.299813259920759,0.695305462808518
0.296449090135536,0.695046910427567
0.293135456921724,0.694728246610915
0.28970051413786,0.694436327909362
0.286429388320562,0.694119128241346
0.279643936248133,0.693440283860027
0.276438696895432,0.69310191911005
0.271556558915806,0.692571539400508
0.268289520348173,0.692122859184903
0.264895450060957,0.691681467175846
0.261765942903157,0.691247672471382
0.253516329007467,0.69023293612445
0.250174611847069,0.689780920903616
0.246834838400957,0.68930873296823
0.241950756707045,0.688574104523847
0.238568457698864,0.688110148357464
0.235372119467656,0.687566038187372
0.232072437399366,0.687069887019296
0.228870340687519,0.686582650889587
0.225532438293475,0.686091136192194
0.220662180586207,0.685332316758666
0.215550811479824,0.684496239082067
0.21226920413783,0.683926620189058
0.209063873957359,0.683441694160531
0.20423194556917,0.682612758275616
0.194361764429713,0.681074474912781
0.189443567825265,0.68020906545849
0.184525443883034,0.679444584650233
0.179539816741894,0.678531850658336
0.174586106479248,0.677749751261482
0.1697078922593,0.676987596822726
0.164728841048732,0.676097524598063
0.158184918183162,0.675054465109167
0.151692204014504,0.67398682419149
0.146667720753217,0.673276647029343
